Region,RE or Non-RE,Group Technology,Year,Electricity Installed Capacity (MW),Electricity Generation (GWh),Heat Generation (TJ),Public Flows (2022 USD M),SDG 7a1 Intl. Public Flows (2022 USD M)
Europe,Total Non-Renewable,Nuclear,2002,175884.00,1237049.00,21831.00,0.02,
Europe,Total Non-Renewable,Nuclear,2003,174615.00,1255095.00,22057.00,,
Europe,Total Non-Renewable,Nuclear,2004,176204.00,1267124.00,22957.00,0.53,
Europe,Total Non-Renewable,Nuclear,2005,175291.00,1259242.00,20534.00,27.49,
Europe,Total Non-Renewable,Nuclear,2006,174603.00,1264357.00,22399.00,127.39,
Europe,Total Non-Renewable,Nuclear,2007,173515.00,1215783.00,28916.00,72.93,
Europe,Total Non-Renewable,Nuclear,2008,173379.00,1217841.00,27729.00,165.36,
Europe,Total Non-Renewable,Nuclear,2009,173804.00,1168204.00,28114.00,83.98,
Europe,Total Non-Renewable,Nuclear,2010,173008.00,1202516.00,27352.00,122.94,
Europe,Total Non-Renewable,Nuclear,2011,173389.00,1196647.76,27738.00,86.13,
Europe,Total Non-Renewable,Nuclear,2012,165489.00,1175478.02,27850.00,17.18,
Europe,Total Non-Renewable,Nuclear,2013,165277.00,1158536.67,27450.00,406.44,
Europe,Total Non-Renewable,Nuclear,2014,166883.00,1173001.01,26785.00,10.05,
Europe,Total Non-Renewable,Nuclear,2015,166187.00,1163206.85,25618.00,57.36,
Europe,Total Non-Renewable,Nuclear,2016,166828.00,1138394.76,26426.00,60.33,
Europe,Total Non-Renewable,Nuclear,2017,165830.29,1138814.35,26579.20,52.85,
Europe,Total Non-Renewable,Nuclear,2018,165546.29,1141487.14,25956.14,26.17,
Europe,Total Non-Renewable,Nuclear,2019,164260.29,1139926.27,25646.95,8.30,
Europe,Total Non-Renewable,Nuclear,2020,158886.29,1050270.92,24969.70,9.03,
Europe,Total Non-Renewable,Nuclear,2021,158839.29,1105712.97,24404.38,21.66,
Europe,Total Non-Renewable,Nuclear,2022,151965.29,971563.11,21174.51,4.20,
Europe,Total Non-Renewable,Nuclear,2023,148535.29,965305.79,20601.95,61.96,
Europe,Total Non-Renewable,Nuclear,2024,143764.29,,,,
Europe,Total Non-Renewable,Other non-renewable energy,2000,2788.45,22902.70,246388.00,,
Europe,Total Non-Renewable,Other non-renewable energy,2001,3298.25,28370.66,233950.00,,
Europe,Total Non-Renewable,Other non-renewable energy,2002,3406.75,28109.54,222674.00,,
Europe,Total Non-Renewable,Other non-renewable energy,2003,4294.75,25470.94,261669.00,,
Europe,Total Non-Renewable,Other non-renewable energy,2004,4408.25,29378.02,282346.00,,
Europe,Total Non-Renewable,Other non-renewable energy,2005,5133.32,34760.00,289078.59,,
Europe,Total Non-Renewable,Other non-renewable energy,2006,5660.05,34764.86,350380.71,,
Europe,Total Non-Renewable,Other non-renewable energy,2007,5475.54,32034.57,291542.21,,
Europe,Total Non-Renewable,Other non-renewable energy,2008,5570.67,31653.96,310334.54,41.81,
Europe,Total Non-Renewable,Other non-renewable energy,2009,6047.80,32135.80,330416.18,67.62,
Europe,Total Non-Renewable,Other non-renewable energy,2010,6373.45,34634.08,343029.40,,
Europe,Total Non-Renewable,Other non-renewable energy,2011,6662.67,36372.04,349661.99,53.30,
Europe,Total Non-Renewable,Other non-renewable energy,2012,6849.56,33392.97,297078.18,,
Europe,Total Non-Renewable,Other non-renewable energy,2013,7040.05,33733.53,348819.23,,
Europe,Total Non-Renewable,Other non-renewable energy,2014,6981.99,35882.73,341978.80,,
Europe,Total Non-Renewable,Other non-renewable energy,2015,7545.92,38185.90,342353.10,,
Europe,Total Non-Renewable,Other non-renewable energy,2016,7902.19,40639.14,366621.78,0.56,
Europe,Total Non-Renewable,Other non-renewable energy,2017,8107.73,41870.23,390520.75,,
Europe,Total Non-Renewable,Other non-renewable energy,2018,8198.33,41721.07,388993.02,5.69,
Europe,Total Non-Renewable,Other non-renewable energy,2019,8935.13,44226.24,415040.40,40.61,
Europe,Total Non-Renewable,Other non-renewable energy,2020,8488.12,43978.76,388020.56,,
Europe,Total Non-Renewable,Other non-renewable energy,2021,8841.74,44759.84,403683.45,,
Europe,Total Non-Renewable,Other non-renewable energy,2022,11555.17,35866.31,267869.99,,
Europe,Total Non-Renewable,Other non-renewable energy,2023,14225.77,37474.99,295956.38,,
Europe,Total Non-Renewable,Other non-renewable energy,2024,14211.52,,,,
Multilateral,Total Renewable,Hydropower (excl. Pumped Storage),2023,,,,910.40,
Multilateral,Total Renewable,Multiple renewables*,2009,,,,26.47,
Multilateral,Total Renewable,Multiple renewables*,2011,,,,65.87,
Multilateral,Total Renewable,Multiple renewables*,2012,,,,12.66,
Multilateral,Total Renewable,Multiple renewables*,2015,,,,51.68,
Multilateral,Total Renewable,Multiple renewables*,2016,,,,8.41,
Multilateral,Total Renewable,Multiple renewables*,2017,,,,0.06,
Multilateral,Total Renewable,Multiple renewables*,2018,,,,327.32,
Multilateral,Total Renewable,Multiple renewables*,2021,,,,49.97,
Multilateral,Total Renewable,Multiple renewables*,2022,,,,58.80,
Multilateral,Total Renewable,Multiple renewables*,2023,,,,0.19,
Multilateral,Total Renewable,Solar energy,2018,,,,0.07,
Multilateral,Total Renewable,Solar energy,2019,,,,0.16,
Multilateral,Total Renewable,Solar energy,2022,,,,6.88,
Multilateral,Total Non-Renewable,Fossil fuels,2023,,,,0.34,
Oceania,Total Renewable,Geothermal energy,2000,418.20,2922.10,,,
Oceania,Total Renewable,Geothermal energy,2001,417.20,2838.10,,,
Oceania,Total Renewable,Geothermal energy,2002,372.20,2814.10,,,
Oceania,Total Renewable,Geothermal energy,2003,388.10,2800.10,,,
Oceania,Total Renewable,Geothermal energy,2004,388.10,2839.10,,,
Oceania,Total Renewable,Geothermal energy,2005,473.20,3269.10,,,
Oceania,Total Renewable,Geothermal energy,2006,473.10,3479.00,,,
Oceania,Total Renewable,Geothermal energy,2007,512.10,3844.96,,,
Oceania,Total Renewable,Geothermal energy,2008,634.10,4578.53,,,
Oceania,Total Renewable,Geothermal energy,2009,667.10,5266.00,,,
Oceania,Total Renewable,Geothermal energy,2010,792.10,6262.60,,0.95,0.97
Oceania,Total Renewable,Geothermal energy,2011,792.10,6577.20,,,
Oceania,Total Renewable,Geothermal energy,2012,818.10,6757.80,,,
Oceania,Total Renewable,Geothermal energy,2013,890.10,7115.40,,0.39,0.41
Oceania,Total Renewable,Geothermal energy,2014,1016.10,7876.00,,0.04,0.05
Oceania,Total Renewable,Geothermal energy,2015,1040.10,8432.60,,,
Oceania,Total Renewable,Geothermal energy,2016,1035.10,8389.20,,,
Oceania,Total Renewable,Geothermal energy,2017,1035.10,8403.69,,0.68,0.68
Oceania,Total Renewable,Geothermal energy,2018,1059.10,8319.44,,0.00,
Oceania,Total Renewable,Geothermal energy,2019,1059.10,8356.97,,0.02,0.02
Oceania,Total Renewable,Geothermal energy,2020,1093.10,8399.59,,,
Oceania,Total Renewable,Geothermal energy,2021,1093.10,8542.39,,,
Oceania,Total Renewable,Geothermal energy,2022,1100.10,8639.58,,,
Oceania,Total Renewable,Geothermal energy,2023,1100.10,8319.61,,,
Oceania,Total Renewable,Geothermal energy,2024,1326.50,,,,
Oceania,Total Renewable,Marine energy,2000,,,,,
Oceania,Total Renewable,Marine energy,2001,,,,,
Oceania,Total Renewable,Marine energy,2002,,,,,
Oceania,Total Renewable,Marine energy,2003,,,,,
Oceania,Total Renewable,Marine energy,2004,,,,,
Oceania,Total Renewable,Marine energy,2005,,,,,
Oceania,Total Renewable,Marine energy,2006,,,,,
Oceania,Total Renewable,Marine energy,2007,1.00,0.00,,,
Oceania,Total Renewable,Marine energy,2008,1.00,0.00,,,
Oceania,Total Renewable,Marine energy,2009,1.00,0.00,,,
Oceania,Total Renewable,Marine energy,2010,1.00,0.00,,,
Oceania,Total Renewable,Marine energy,2011,1.00,0.00,,,
Oceania,Total Renewable,Marine energy,2012,1.04,0.00,,,
Oceania,Total Renewable,Marine energy,2013,1.00,0.00,,,
Oceania,Total Renewable,Marine energy,2014,1.00,0.00,,,
Oceania,Total Renewable,Marine energy,2015,1.00,0.00,,,
Oceania,Total Renewable,Marine energy,2016,1.00,0.00,,,
Oceania,Total Renewable,Marine energy,2017,1.00,0.00,,,
Oceania,Total Renewable,Marine energy,2018,,,,,
Oceania,Total Renewable,Marine energy,2019,0.00,,,,
Oceania,Total Renewable,Marine energy,2020,0.00,,,,
Oceania,Total Renewable,Marine energy,2021,0.00,,,,
Oceania,Total Renewable,Marine energy,2022,0.00,,,,
Oceania,Total Renewable,Marine energy,2023,0.00,,,,
Oceania,Total Renewable,Bioenergy,2000,547.45,2097.70,,,
Oceania,Total Renewable,Bioenergy,2001,700.49,2165.50,,,
Oceania,Total Renewable,Bioenergy,2002,740.79,2288.64,,,
Oceania,Total Renewable,Bioenergy,2003,792.79,2248.08,,,
Oceania,Total Renewable,Bioenergy,2004,862.60,2552.70,,,
Oceania,Total Renewable,Bioenergy,2005,936.60,4628.14,,,
Oceania,Total Renewable,Bioenergy,2006,1013.90,4773.48,,,
Oceania,Total Renewable,Bioenergy,2007,1030.90,4791.01,,,
Oceania,Total Renewable,Bioenergy,2008,986.94,5427.73,,,
Oceania,Total Renewable,Bioenergy,2009,1021.02,3667.08,,0.01,0.01
Oceania,Total Renewable,Bioenergy,2010,1026.02,3635.93,,0.23,0.23
Oceania,Total Renewable,Bioenergy,2011,1031.73,2955.91,,,
Oceania,Total Renewable,Bioenergy,2012,1034.64,3930.17,,,
Oceania,Total Renewable,Bioenergy,2013,1026.55,4055.69,,,
Oceania,Total Renewable,Bioenergy,2014,1037.81,4432.27,,,
Oceania,Total Renewable,Bioenergy,2015,1043.77,4533.25,,0.02,0.02
Oceania,Total Renewable,Bioenergy,2016,1078.77,4622.26,,,
Oceania,Total Renewable,Bioenergy,2017,1094.25,4405.74,,0.57,0.56
Oceania,Total Renewable,Bioenergy,2018,1094.25,4415.34,,0.07,0.08
Oceania,Total Renewable,Bioenergy,2019,1094.25,4417.03,,0.00,
Oceania,Total Renewable,Bioenergy,2020,1095.99,4280.07,,,
Oceania,Total Renewable,Bioenergy,2021,1103.69,4285.22,,,
Oceania,Total Renewable,Bioenergy,2022,1103.69,4099.82,,0.14,0.13
Oceania,Total Renewable,Bioenergy,2023,1103.68,3974.29,,,
Oceania,Total Renewable,Bioenergy,2024,1188.75,,,,
Oceania,Total Renewable,Hydropower (excl. Pumped Storage),2000,12385.51,42830.40,,,
Oceania,Total Renewable,Hydropower (excl. Pumped Storage),2001,12454.71,40211.76,,,
Oceania,Total Renewable,Hydropower (excl. Pumped Storage),2002,12559.76,42622.23,,,
Oceania,Total Renewable,Hydropower (excl. Pumped Storage),2003,12557.94,41635.76,,,
Oceania,Total Renewable,Hydropower (excl. Pumped Storage),2004,12639.77,45148.24,,,
Oceania,Total Renewable,Hydropower (excl. Pumped Storage),2005,13246.76,40440.66,,,
Oceania,Total Renewable,Hydropower (excl. Pumped Storage),2006,13249.58,41369.37,,,
Oceania,Total Renewable,Hydropower (excl. Pumped Storage),2007,13257.58,40062.87,,10.72,12.71
Oceania,Total Renewable,Hydropower (excl. Pumped Storage),2008,13288.58,36407.21,,,
Oceania,Total Renewable,Hydropower (excl. Pumped Storage),2009,13245.18,38030.52,,102.77,105.31
Oceania,Total Renewable,Hydropower (excl. Pumped Storage),2010,13248.96,40145.98,,,
Oceania,Total Renewable,Hydropower (excl. Pumped Storage),2011,13323.99,43748.61,,40.25,41.25
Oceania,Total Renewable,Hydropower (excl. Pumped Storage),2012,13381.99,38936.06,,1.48,1.51
Oceania,Total Renewable,Hydropower (excl. Pumped Storage),2013,13390.70,43278.00,,6.51,6.70
Oceania,Total Renewable,Hydropower (excl. Pumped Storage),2014,13390.50,44425.57,,34.46,35.29
Oceania,Total Renewable,Hydropower (excl. Pumped Storage),2015,13408.50,39624.29,,13.53,13.79
Oceania,Total Renewable,Hydropower (excl. Pumped Storage),2016,13407.15,42720.49,,,
Oceania,Total Renewable,Hydropower (excl. Pumped Storage),2017,13412.76,43036.21,,167.88,175.41
Oceania,Total Renewable,Hydropower (excl. Pumped Storage),2018,13665.12,44008.02,,5.18,5.20
Oceania,Total Renewable,Hydropower (excl. Pumped Storage),2019,13677.50,43269.53,,49.83,51.47
Oceania,Total Renewable,Hydropower (excl. Pumped Storage),2020,13680.58,41121.34,,0.64,0.64
Oceania,Total Renewable,Hydropower (excl. Pumped Storage),2021,13680.58,41178.45,,1.00,1.11
Oceania,Total Renewable,Hydropower (excl. Pumped Storage),2022,13745.70,44786.64,,35.49,42.35
Oceania,Total Renewable,Hydropower (excl. Pumped Storage),2023,13811.70,44326.98,,4.93,
Oceania,Total Renewable,Hydropower (excl. Pumped Storage),2024,14163.28,,,,
Oceania,Total Renewable,Multiple renewables*,2002,,,,0.06,0.06
Oceania,Total Renewable,Multiple renewables*,2003,,,,0.04,0.05
Oceania,Total Renewable,Multiple renewables*,2004,,,,0.05,0.06
Oceania,Total Renewable,Multiple renewables*,2005,,,,15.82,16.97
Oceania,Total Renewable,Multiple renewables*,2007,,,,1.78,1.91
Oceania,Total Renewable,Multiple renewables*,2008,,,,0.21,0.22
Oceania,Total Renewable,Multiple renewables*,2009,,,,0.48,0.55
Oceania,Total Renewable,Multiple renewables*,2010,,,,1.47,1.63
Oceania,Total Renewable,Multiple renewables*,2011,,,,8.06,8.51
Oceania,Total Renewable,Multiple renewables*,2012,,,,9.72,10.42
Oceania,Total Renewable,Multiple renewables*,2013,,,,14.92,17.47
Oceania,Total Renewable,Multiple renewables*,2014,,,,31.35,33.10
Oceania,Total Renewable,Multiple renewables*,2015,,,,39.43,41.43
Oceania,Total Renewable,Multiple renewables*,2016,,,,8.14,8.62
Oceania,Total Renewable,Multiple renewables*,2017,,,,61.29,65.47
Oceania,Total Renewable,Multiple renewables*,2018,,,,48.80,50.94
Oceania,Total Renewable,Multiple renewables*,2019,,,,37.26,39.71
Oceania,Total Renewable,Multiple renewables*,2020,,,,8.25,8.52
Oceania,Total Renewable,Multiple renewables*,2021,,,,11.07,11.41
Oceania,Total Renewable,Multiple renewables*,2022,,,,9.85,10.33
Oceania,Total Renewable,Multiple renewables*,2023,,,,49.54,
Oceania,Total Renewable,Solar energy,2000,25.96,39.52,,,
Oceania,Total Renewable,Solar energy,2001,30.43,46.20,,,
Oceania,Total Renewable,Solar energy,2002,35.58,52.44,,,
Oceania,Total Renewable,Solar energy,2003,41.14,61.65,,,
Oceania,Total Renewable,Solar energy,2004,48.35,71.92,,0.26,0.31
Oceania,Total Renewable,Solar energy,2005,54.79,82.43,,1.03,1.12
Oceania,Total Renewable,Solar energy,2006,64.20,94.95,,0.47,0.50
Oceania,Total Renewable,Solar energy,2007,79.17,116.95,,,
Oceania,Total Renewable,Solar energy,2008,91.94,135.72,,,
Oceania,Total Renewable,Solar energy,2009,339.94,170.74,,41.44,45.89
Oceania,Total Renewable,Solar energy,2010,1101.37,403.80,,5.67,6.56
Oceania,Total Renewable,Solar energy,2011,1441.40,1413.44,,14.41,15.07
Oceania,Total Renewable,Solar energy,2012,2541.99,2358.15,,10.76,11.47
Oceania,Total Renewable,Solar energy,2013,3356.04,3520.60,,32.88,34.09
Oceania,Total Renewable,Solar energy,2014,4207.67,4084.70,,44.77,46.54
Oceania,Total Renewable,Solar energy,2015,5173.39,5165.56,,41.60,42.92
Oceania,Total Renewable,Solar energy,2016,6061.82,6440.01,,45.63,47.01
Oceania,Total Renewable,Solar energy,2017,7467.24,8353.64,,51.09,54.05
Oceania,Total Renewable,Solar energy,2018,11421.46,10279.42,,26.95,27.87
Oceania,Total Renewable,Solar energy,2019,15822.11,15306.79,,52.40,54.30
Oceania,Total Renewable,Solar energy,2020,20202.17,21566.15,,12.21,12.62
Oceania,Total Renewable,Solar energy,2021,24929.71,28345.73,,30.69,0.47
Oceania,Total Renewable,Solar energy,2022,29605.24,35491.55,,42.39,46.12
Oceania,Total Renewable,Solar energy,2023,31529.52,42945.30,,11.20,
Oceania,Total Renewable,Solar energy,2024,36950.79,,,,
Oceania,Total Renewable,Wind energy,2000,73.01,185.47,,,
Oceania,Total Renewable,Wind energy,2001,116.55,356.00,,,
Oceania,Total Renewable,Wind energy,2002,165.75,527.33,,,
Oceania,Total Renewable,Wind energy,2003,273.41,854.84,,,
Oceania,Total Renewable,Wind energy,2004,567.91,1078.53,,,
Oceania,Total Renewable,Wind energy,2005,930.91,1516.61,,,
Oceania,Total Renewable,Wind energy,2006,1016.41,2363.40,,,
Oceania,Total Renewable,Wind energy,2007,1611.73,3581.38,,0.00,
Oceania,Total Renewable,Wind energy,2008,1808.93,4192.40,,,
Oceania,Total Renewable,Wind energy,2009,2266.88,5354.41,,0.00,
Oceania,Total Renewable,Wind energy,2010,2454.76,6752.81,,,
Oceania,Total Renewable,Wind energy,2011,2801.04,8096.96,,,
Oceania,Total Renewable,Wind energy,2012,3235.04,9118.17,,,
Oceania,Total Renewable,Wind energy,2013,3895.05,10045.33,,9.75,10.01
Oceania,Total Renewable,Wind energy,2014,4531.15,12531.47,,,
Oceania,Total Renewable,Wind energy,2015,5059.17,13906.86,,,
Oceania,Total Renewable,Wind energy,2016,5425.44,14594.96,,,
Oceania,Total Renewable,Wind energy,2017,6150.17,14740.56,,45.98,51.64
Oceania,Total Renewable,Wind energy,2018,7153.09,17295.81,,,
Oceania,Total Renewable,Wind energy,2019,8626.48,20036.78,,0.16,0.16
Oceania,Total Renewable,Wind energy,2020,10952.48,22760.18,,,
Oceania,Total Renewable,Wind energy,2021,11523.48,27226.93,,,
Oceania,Total Renewable,Wind energy,2022,12988.61,32022.14,,0.02,0.02
Oceania,Total Renewable,Wind energy,2023,14028.61,34709.20,,,
Oceania,Total Renewable,Wind energy,2024,16625.61,,,,
Oceania,Total Non-Renewable,Pumped storage,2000,1490.00,360.00,,,
Oceania,Total Non-Renewable,Pumped storage,2001,1490.00,370.00,,,
Oceania,Total Non-Renewable,Pumped storage,2002,1490.00,177.00,,,
Oceania,Total Non-Renewable,Pumped storage,2003,1490.00,216.00,,,
Oceania,Total Non-Renewable,Pumped storage,2004,1416.00,221.00,,,
Oceania,Total Non-Renewable,Pumped storage,2005,810.00,303.00,,,
Oceania,Total Non-Renewable,Pumped storage,2006,810.00,103.00,,,
Oceania,Total Non-Renewable,Pumped storage,2007,810.00,178.00,,,
Oceania,Total Non-Renewable,Pumped storage,2008,810.00,148.00,,,
Oceania,Total Non-Renewable,Pumped storage,2009,810.00,67.00,,,
Oceania,Total Non-Renewable,Pumped storage,2010,810.00,47.00,,,
Oceania,Total Non-Renewable,Pumped storage,2011,810.00,113.00,,,
Oceania,Total Non-Renewable,Pumped storage,2012,810.00,104.00,,,
Oceania,Total Non-Renewable,Pumped storage,2013,810.00,154.00,,,
Oceania,Total Non-Renewable,Pumped storage,2014,810.00,83.00,,,
Oceania,Total Non-Renewable,Pumped storage,2015,810.00,121.00,,,
Oceania,Total Non-Renewable,Pumped storage,2016,810.00,297.00,,,
Oceania,Total Non-Renewable,Pumped storage,2017,810.00,248.00,,,
Oceania,Total Non-Renewable,Pumped storage,2018,810.00,217.00,,,
Oceania,Total Non-Renewable,Pumped storage,2019,810.00,365.00,,,
Oceania,Total Non-Renewable,Pumped storage,2020,810.00,385.63,,,
Oceania,Total Non-Renewable,Pumped storage,2021,810.00,439.15,,,
Oceania,Total Non-Renewable,Pumped storage,2022,810.00,713.92,,,
Oceania,Total Non-Renewable,Pumped storage,2023,810.00,895.91,,,
Oceania,Total Non-Renewable,Pumped storage,2024,810.00,,,,
Oceania,Total Non-Renewable,Fossil fuels,2000,40898.87,209013.13,,14.93,
Oceania,Total Non-Renewable,Fossil fuels,2001,41510.30,226214.95,,19.53,
Oceania,Total Non-Renewable,Fossil fuels,2002,44021.93,227597.71,,11.67,
Oceania,Total Non-Renewable,Fossil fuels,2003,45157.22,221610.58,,0.27,
Oceania,Total Non-Renewable,Fossil fuels,2004,45359.88,227157.71,,6.36,
Oceania,Total Non-Renewable,Fossil fuels,2005,44515.37,229706.86,,13.47,
Oceania,Total Non-Renewable,Fossil fuels,2006,44887.16,232821.50,,5.79,
Oceania,Total Non-Renewable,Fossil fuels,2007,47681.50,243280.15,,34.84,
Oceania,Total Non-Renewable,Fossil fuels,2008,48247.09,245138.07,,0.70,
Oceania,Total Non-Renewable,Fossil fuels,2009,50589.13,248538.33,,,
Oceania,Total Non-Renewable,Fossil fuels,2010,53582.41,250015.68,,0.56,
Oceania,Total Non-Renewable,Fossil fuels,2011,54386.44,245379.70,,0.01,
Oceania,Total Non-Renewable,Fossil fuels,2012,54589.34,244234.31,,20.12,
Oceania,Total Non-Renewable,Fossil fuels,2013,54249.53,235219.52,,4.67,
Oceania,Total Non-Renewable,Fossil fuels,2014,55069.43,228609.92,,8.17,
Oceania,Total Non-Renewable,Fossil fuels,2015,60014.25,234743.63,,8.64,
Oceania,Total Non-Renewable,Fossil fuels,2016,57768.14,234297.50,,,
Oceania,Total Non-Renewable,Fossil fuels,2017,55073.64,233973.45,,0.08,
Oceania,Total Non-Renewable,Fossil fuels,2018,55560.83,232292.72,,,
Oceania,Total Non-Renewable,Fossil fuels,2019,55370.41,228078.67,,,
Oceania,Total Non-Renewable,Fossil fuels,2020,56806.18,221743.99,,4.80,
Oceania,Total Non-Renewable,Fossil fuels,2021,57256.09,210405.98,,0.05,
Oceania,Total Non-Renewable,Fossil fuels,2022,57476.57,201632.91,,4.60,
Oceania,Total Non-Renewable,Fossil fuels,2023,57419.50,194721.88,,2.61,
Oceania,Total Non-Renewable,Fossil fuels,2024,58853.99,,,,
Oceania,Total Non-Renewable,Nuclear,2006,,,,0.02,
Oceania,Total Non-Renewable,Nuclear,2007,,,,0.08,
Oceania,Total Non-Renewable,Nuclear,2008,,,,0.02,
Oceania,Total Non-Renewable,Nuclear,2009,,,,0.04,
Oceania,Total Non-Renewable,Nuclear,2010,,,,0.08,
Oceania,Total Non-Renewable,Nuclear,2011,,,,0.01,
Oceania,Total Non-Renewable,Nuclear,2015,,,,0.03,
Oceania,Total Non-Renewable,Nuclear,2017,,,,0.07,
Oceania,Total Non-Renewable,Nuclear,2020,,,,4.38,
Oceania,Total Non-Renewable,Other non-renewable energy,2000,,67.00,1610.00,,
Oceania,Total Non-Renewable,Other non-renewable energy,2001,,51.00,1213.00,,
Oceania,Total Non-Renewable,Other non-renewable energy,2002,19.00,100.00,2392.00,,
Oceania,Total Non-Renewable,Other non-renewable energy,2003,19.00,90.00,2169.00,,
Oceania,Total Non-Renewable,Other non-renewable energy,2004,19.00,89.00,2130.00,,
Oceania,Total Non-Renewable,Other non-renewable energy,2005,21.00,81.00,1947.00,,
Oceania,Total Non-Renewable,Other non-renewable energy,2006,21.00,76.00,1831.00,,
Oceania,Total Non-Renewable,Other non-renewable energy,2007,21.00,57.00,1359.00,,
Oceania,Total Non-Renewable,Other non-renewable energy,2008,21.00,60.00,1441.00,,
Oceania,Total Non-Renewable,Other non-renewable energy,2009,19.00,57.00,1368.00,,
Oceania,Total Non-Renewable,Other non-renewable energy,2010,19.00,61.00,1468.00,,
Oceania,Total Non-Renewable,Other non-renewable energy,2011,19.00,50.00,1188.00,,
Oceania,Total Non-Renewable,Other non-renewable energy,2012,19.00,38.00,907.00,,
Oceania,Total Non-Renewable,Other non-renewable energy,2013,16.00,47.00,1136.00,,
Oceania,Total Non-Renewable,Other non-renewable energy,2014,16.00,51.00,1217.00,,
Oceania,Total Non-Renewable,Other non-renewable energy,2015,16.00,52.00,1259.00,,
Oceania,Total Non-Renewable,Other non-renewable energy,2016,16.00,55.00,1309.00,,
Oceania,Total Non-Renewable,Other non-renewable energy,2017,16.00,49.72,1193.34,,
Oceania,Total Non-Renewable,Other non-renewable energy,2018,16.00,52.80,1267.15,,
Oceania,Total Non-Renewable,Other non-renewable energy,2019,16.00,48.62,1166.96,,
Oceania,Total Non-Renewable,Other non-renewable energy,2020,16.00,42.35,1016.43,,
Oceania,Total Non-Renewable,Other non-renewable energy,2021,16.00,46.14,1107.32,,
Oceania,Total Non-Renewable,Other non-renewable energy,2022,16.00,42.50,1019.87,,
Oceania,Total Non-Renewable,Other non-renewable energy,2023,16.45,34.95,838.68,,
Oceania,Total Non-Renewable,Other non-renewable energy,2024,35.45,,,,
Unspecified countries,Total Renewable,Geothermal energy,2002,,,,2.14,
Unspecified countries,Total Renewable,Geothermal energy,2004,,,,4.30,
Unspecified countries,Total Renewable,Geothermal energy,2008,,,,0.55,
Unspecified countries,Total Renewable,Geothermal energy,2011,,,,1.13,
Unspecified countries,Total Renewable,Geothermal energy,2015,,,,22.17,
Unspecified countries,Total Renewable,Geothermal energy,2016,,,,33.25,
Unspecified countries,Total Renewable,Geothermal energy,2017,,,,0.09,
Unspecified countries,Total Renewable,Geothermal energy,2018,,,,0.71,
Unspecified countries,Total Renewable,Geothermal energy,2019,,,,3.22,
Unspecified countries,Total Renewable,Geothermal energy,2020,,,,1.16,
Unspecified countries,Total Renewable,Geothermal energy,2021,,,,2.34,
Unspecified countries,Total Renewable,Geothermal energy,2022,,,,3.71,
Unspecified countries,Total Renewable,Geothermal energy,2023,,,,2.48,
Unspecified countries,Total Renewable,Bioenergy,2006,,,,1.78,
Unspecified countries,Total Renewable,Bioenergy,2007,,,,1.37,
Unspecified countries,Total Renewable,Bioenergy,2008,,,,0.55,
Unspecified countries,Total Renewable,Bioenergy,2009,,,,0.97,
Unspecified countries,Total Renewable,Bioenergy,2010,,,,0.93,
Unspecified countries,Total Renewable,Bioenergy,2011,,,,1.47,
Unspecified countries,Total Renewable,Bioenergy,2012,,,,3.12,
Unspecified countries,Total Renewable,Bioenergy,2013,,,,2.27,
Unspecified countries,Total Renewable,Bioenergy,2014,,,,0.79,
Unspecified countries,Total Renewable,Bioenergy,2015,,,,0.07,
Unspecified countries,Total Renewable,Bioenergy,2017,,,,1.32,
Unspecified countries,Total Renewable,Bioenergy,2022,,,,18.89,
Unspecified countries,Total Renewable,Hydropower (excl. Pumped Storage),2000,,,,0.58,
Unspecified countries,Total Renewable,Hydropower (excl. Pumped Storage),2001,,,,1.66,
Unspecified countries,Total Renewable,Hydropower (excl. Pumped Storage),2002,,,,1.15,
Unspecified countries,Total Renewable,Hydropower (excl. Pumped Storage),2003,,,,0.67,
Unspecified countries,Total Renewable,Hydropower (excl. Pumped Storage),2004,,,,2.80,
Unspecified countries,Total Renewable,Hydropower (excl. Pumped Storage),2008,,,,8.08,
Unspecified countries,Total Renewable,Hydropower (excl. Pumped Storage),2009,,,,0.66,
Unspecified countries,Total Renewable,Hydropower (excl. Pumped Storage),2010,,,,12.23,
Unspecified countries,Total Renewable,Hydropower (excl. Pumped Storage),2011,,,,0.70,
Unspecified countries,Total Renewable,Hydropower (excl. Pumped Storage),2012,,,,0.53,
Unspecified countries,Total Renewable,Hydropower (excl. Pumped Storage),2013,,,,0.24,
Unspecified countries,Total Renewable,Hydropower (excl. Pumped Storage),2015,,,,0.02,
Unspecified countries,Total Renewable,Hydropower (excl. Pumped Storage),2016,,,,0.03,
Unspecified countries,Total Renewable,Hydropower (excl. Pumped Storage),2017,,,,0.11,
Unspecified countries,Total Renewable,Hydropower (excl. Pumped Storage),2018,,,,3.21,
Unspecified countries,Total Renewable,Hydropower (excl. Pumped Storage),2019,,,,4.15,
Unspecified countries,Total Renewable,Hydropower (excl. Pumped Storage),2020,,,,36.00,
Unspecified countries,Total Renewable,Hydropower (excl. Pumped Storage),2021,,,,107.72,
Unspecified countries,Total Renewable,Hydropower (excl. Pumped Storage),2022,,,,3.25,
Unspecified countries,Total Renewable,Hydropower (excl. Pumped Storage),2023,,,,0.23,
Unspecified countries,Total Renewable,Multiple renewables*,2000,,,,17.52,
